Instrument:,RS41,Measurement End Time:,"06/27/2024, 09:50:32",NCAR RS41 sensor on Strateole 2 Super Pressure Balloons
valid,unix_time,air_temp_degC,humdity_percent,humidity_sensor_temp,pres_mb,module_error,rs41_rh_percent,wv_mixing_ratio_ppmv
1,1719481689,-27.97,40.34,-23.72,374.94,0,59.314019874631676,976.552890934105
1,1719481690,-27.900000000000006,41.4,-23.849999999999994,375.5,0,59.78397829144049,989.2137819415975
1,1719481691,-27.89,42.7,-23.939999999999998,375.94,0,61.11210060066756,1010.961521976973
1,1719481692,-27.819999999999993,43.34,-23.950000000000003,376.34,0,61.57343611781655,1024.1233122064368
1,1719481693,-27.78,43.72,-23.939999999999998,376.88,0,61.93959671376987,1032.5514888489195
1,1719481694,-27.78,43.63,-23.790000000000006,377.34,0,62.64384310060696,1043.0293490839465
1,1719481695,-27.78,43.4,-23.569999999999993,378.04,0,63.54521489608162,1056.0919839054975
1,1719481696,-27.680000000000007,42.63,-23.159999999999997,378.5,0,64.13552751167782,1074.493340800039
1,1719481697,-27.58,42.02,-22.89,378.94,0,64.15166324425991,1083.465288648946
1,1719481698,-27.459999999999994,41.4,-22.629999999999995,379.66,0,63.9613180139308,1090.1882296993347
1,1719481699,-27.39,41.09,-22.459999999999994,380.0,0,64.02635719574815,1097.3722116179852
1,1719481700,-27.33,40.97,-22.299999999999997,380.66,0,64.38781901993733,1107.759601327131
1,1719481701,-27.36,41.09,-22.28,381.02,0,64.86865207764592,1111.911504785261
1,1719481702,-27.310000000000002,41.34,-22.269999999999996,381.64,0,65.02116452606997,1117.8475795980671
1,1719481703,-27.200000000000003,41.63,-22.180000000000007,382.24,0,65.33339434813881,1132.8579439625332
1,1719481704,-27.08,41.63,-22.08,382.54,0,65.18745078785214,1141.9564485542826
1,1719481705,-27.0,41.77,-22.049999999999997,383.16,0,65.09977299248956,1146.9620996864787
1,1719481706,-26.939999999999998,41.84,-22.069999999999993,383.7,0,64.73774775700359,1145.2549887641462
1,1719481707,-26.900000000000006,42.31,-22.150000000000006,384.18,0,64.7694053079072,1148.586968446727
1,1719481708,-26.900000000000006,43.11,-22.400000000000006,384.52,0,64.56029735515406,1143.8610331869334
1,1719481709,-26.810000000000002,44.27,-22.650000000000006,385.14,0,64.32193749726368,1147.2181410424148
1,1719481710,-26.680000000000007,45.4,-22.849999999999994,385.78,0,64.04416189478628,1154.0125200485168
1,1719481711,-26.61,46.77,-22.900000000000006,386.1,0,65.26733181272381,1182.6502366688633
1,1719481712,-26.39,48.27,-22.89,386.74,0,66.08039098954598,1219.6822430097595
1,1719481713,-26.290000000000006,48.86,-22.799999999999997,387.2,0,66.81035940130367,1242.991851617167
1,1719481714,-26.200000000000003,49.04,-22.650000000000006,387.82,0,67.39527636122408,1262.1914724315577
1,1719481715,-26.129999999999995,49.09,-22.5,388.48,0,67.92750498801271,1278.1302580690478
1,1719481716,-26.129999999999995,49.08,-22.400000000000006,388.88,0,68.51392593984897,1287.8508839237556
1,1719481717,-26.03,49.34,-22.269999999999996,389.5,0,69.03816747017406,1307.4947442132493
1,1719481718,-25.950000000000003,49.27,-22.129999999999995,389.88,0,69.28765873536895,1320.5171082813767
1,1719481719,-25.870000000000005,49.08,-21.950000000000003,390.48,0,69.6111705336241,1334.3146791857657
1,1719481720,-25.819999999999993,49.08,-21.86,390.94,0,69.84452946126973,1343.3024486471452
1,1719481721,-25.769999999999996,48.97,-21.730000000000004,391.54,0,70.16633593583424,1353.559173808864
1,1719481722,-25.680000000000007,48.75,-21.599999999999994,391.88,0,70.07543870594897,1361.7021787397684
1,1719481723,-25.620000000000005,48.75,-21.5,392.44,0,70.30689688607276,1371.695387864258
1,1719481724,-25.540000000000006,48.97,-21.450000000000003,393.04,0,70.4213132854123,1381.810538110305
1,1719481725,-25.489999999999995,48.97,-21.39,393.4,0,70.47135971307608,1387.7962547146083
1,1719481726,-25.39,49.13,-21.299999999999997,394.08,0,70.61722445968094,1400.8901616776116
1,1719481727,-25.299999999999997,49.27,-21.22,394.56,0,70.73633069628218,1412.9989102287175
1,1719481728,-25.22,49.27,-21.129999999999995,395.22,0,70.779706460004,1421.7417970345123
1,1719481729,-25.129999999999995,49.27,-21.040000000000006,395.78,0,70.75923440498241,1430.8959196675119
1,1719481730,-25.069999999999993,49.45,-20.980000000000004,396.2,0,71.0040599029235,1442.1154738829794
1,1719481731,-24.980000000000004,49.68,-20.879999999999995,396.78,0,71.37563650344735,1459.3457762824958
1,1719481732,-24.939999999999998,49.72,-20.810000000000002,397.16,0,71.61003266829333,1468.0244624357817
1,1719481733,-24.86,49.68,-20.78,397.82,0,71.2245202149886,1468.2249623442524
1,1719481734,-24.769999999999996,49.29,-20.689999999999998,398.26,0,70.64509039479647,1466.4822686162959
1,1719481735,-24.72,49.25,-20.629999999999995,398.84,0,70.63764842266221,1470.7915818643066
1,1719481736,-24.629999999999995,49.9,-20.58,399.5,0,71.3020972994494,1494.2301696724348
1,1719481737,-24.549999999999997,50.16,-20.480000000000004,399.88,0,71.77954458502498,1513.6569540855123
1,1719481738,-24.47,50.36,-20.400000000000006,400.46,0,72.04745715641938,1528.0445530274826
1,1719481739,-24.430000000000007,50.41,-20.379999999999995,400.88,0,71.98535037583112,1530.6060405298813
1,1719481740,-24.36,50.4,-20.299999999999997,401.5,0,72.01734504337595,1538.5460119055535
1,1719481741,-24.25,50.54,-20.189999999999998,402.2,0,72.19231667252838,1554.850353872532
1,1719481742,-24.180000000000007,50.61,-20.129999999999995,402.56,0,72.21406495177402,1563.6952926418503
1,1719481743,-24.11,50.79,-20.040000000000006,403.28,0,72.57991086678827,1578.675757969952
1,1719481744,-24.049999999999997,50.86,-19.930000000000007,403.68,0,72.97961857068255,1594.3393818446016
1,1719481745,-23.97,50.99,-19.909999999999997,404.32,0,72.7708992289291,1598.6403712744245
1,1719481746,-23.930000000000007,51.2,-19.849999999999994,404.76,0,73.18720487989603,1611.7983213273594
1,1719481747,-23.86,51.27,-19.78,405.4,0,73.27107412479623,1621.1967279250644
1,1719481748,-23.78,51.52,-19.72,405.94,0,73.48343195784147,1635.3675354515567
1,1719481749,-23.709999999999994,51.61,-19.64,406.32,0,73.65885208920827,1647.995801251117
1,1719481750,-23.61,51.56,-19.58,407.0,0,73.31239386355678,1652.1408354899274
1,1719481751,-23.769999999999996,50.83,-19.459999999999994,407.5,0,74.06892719210816,1643.5634344988302
1,1719481752,-23.849999999999994,49.86,-19.230000000000004,408.06,0,74.6303335490685,1642.0041363657108
1,1719481753,-23.700000000000003,48.99,-18.849999999999994,408.58,0,74.74172136562129,1664.4813775245868
1,1719481754,-23.569999999999993,47.86,-18.53,409.22,0,74.17184104533509,1668.3898339988712
1,1719481755,-23.64,47.02,-18.439999999999998,409.74,0,73.88790190405076,1649.5649216506765
1,1719481756,-23.58,47.29,-18.430000000000007,410.26,0,73.97963909587148,1658.356927054032
1,1719481757,-23.239999999999995,48.81,-18.64,410.82,0,72.77681953341964,1679.1143085693236
1,1719481758,-23.129999999999995,50.08,-18.769999999999996,411.26,0,73.13245171603994,1702.0554204424645
1,1719481759,-23.03,51.11,-18.849999999999994,411.94,0,73.47636626796825,1722.4461482975826
1,1719481760,-22.939999999999998,51.29,-18.849999999999994,412.3,0,73.15072560547581,1727.0109043912807
1,1719481761,-22.849999999999994,51.34,-18.799999999999997,413.0,0,72.95239412883583,1733.1455065722562
1,1719481762,-22.730000000000004,51.81,-18.739999999999995,413.6,0,73.21791803087059,1755.4638404375967
1,1719481763,-22.650000000000006,51.84,-18.659999999999997,414.1,0,73.24247967355171,1766.3689477252651
1,1719481764,-22.61,51.77,-18.620000000000005,414.6,0,73.1346827205513,1767.8664437892405
1,1719481765,-22.739999999999995,50.84,-18.39,415.16,0,74.08306013572867,1767.9938582567781
1,1719481766,-22.769999999999996,49.2,-17.959999999999994,415.74,0,74.55128933352374,1771.996343139156
1,1719481767,-22.620000000000005,48.34,-17.650000000000006,416.06,0,74.20363807380396,1785.869339589345
1,1719481768,-22.47,47.41,-17.33,416.66,0,73.78351602095285,1796.8012989785416
1,1719481769,-22.439999999999998,46.2,-17.019999999999996,417.22,0,73.60309107350331,1794.729923050467
1,1719481770,-22.459999999999994,45.65,-17.11,417.7,0,72.30668097316737,1757.931036194184
