Instrument:,LPC,Measurement End Time:,"06/27/2024, 09:40:20",LASP Optical Particle Counter on Strateole 2 Super Pressure Balloons
GPS Position at start of Measurement ,Latitude: ,68.09,Longitude: ,20.65,Altitude [m]:,14112.70
Time,Pump1_I,Pump2_I,PHA_I,PHA_12V,PHA_3V3,CPU_V,Input_V,Flow,Pump1_PWM,Pump2_PWM,Pump1_T,Pump2_T,Laser_T,PCB_T,Inlet_T,275,300,325,350,375,400,450,500,550,600,650,700,750,800,900,1000,1200,1400,1600,1800,2000,2500,3000,3500,4000,6000,8000,10000,13000,16000,24000,24000
[unix_time],[mA],[mA],[mA],[V],[V],[V],[V],[SLPM],[#],[#],[C],[C],[C],[C],[C],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm]
1719481358.0,109.0,124.0,457.0,11.856,3.316,4.976,14.794,3.092,134.0,131.0,27.850000000000023,26.850000000000023,19.850000000000023,31.850000000000023,-39.14999999999998,6425.0,30.0,46.0,40.0,22.0,14.0,21.0,9.0,6.0,10.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0
1719481360.0,109.0,117.0,457.0,11.856,3.32,4.978,14.756,3.101,134.0,129.0,26.850000000000023,25.850000000000023,20.850000000000023,31.850000000000023,-39.14999999999998,6425.0,20.0,49.0,32.0,15.0,12.0,22.0,11.0,9.0,6.0,4.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
1719481362.0,117.0,117.0,457.0,11.861,3.316,4.978,14.767,3.094,134.0,131.0,26.850000000000023,25.850000000000023,20.850000000000023,31.850000000000023,-39.14999999999998,6425.0,10.0,35.0,22.0,12.0,9.0,6.0,6.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1719481365.0,124.0,124.0,458.0,11.856,3.316,4.976,14.789,3.153,134.0,131.0,26.850000000000023,25.850000000000023,20.850000000000023,31.850000000000023,-39.14999999999998,6425.0,31.0,32.0,29.0,12.0,11.0,11.0,4.0,1.0,5.0,4.0,2.0,2.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
1719481367.0,109.0,117.0,458.0,11.861,3.318,4.976,14.783,3.123,133.0,130.0,27.850000000000023,26.850000000000023,20.850000000000023,31.850000000000023,-40.14999999999998,6425.0,21.0,25.0,19.0,11.0,13.0,3.0,5.0,8.0,4.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719481368.0,109.0,131.0,459.0,11.861,3.315,4.978,14.789,3.176,135.0,130.0,27.850000000000023,26.850000000000023,20.850000000000023,31.850000000000023,-39.14999999999998,6425.0,14.0,39.0,15.0,9.0,11.0,6.0,6.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1719481371.0,109.0,124.0,458.0,11.851,3.318,4.978,14.805,3.173,135.0,131.0,26.850000000000023,26.850000000000023,20.850000000000023,31.850000000000023,-40.14999999999998,6425.0,20.0,39.0,18.0,15.0,3.0,5.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1719481373.0,117.0,131.0,458.0,11.856,3.318,4.978,14.8,3.19,136.0,131.0,26.850000000000023,27.850000000000023,20.850000000000023,31.850000000000023,-40.14999999999998,6425.0,76.0,34.0,15.0,20.0,10.0,12.0,11.0,5.0,6.0,5.0,5.0,1.0,3.0,4.0,2.0,6.0,3.0,1.0,1.0,1.0,0.0,2.0,7.0,5.0,10.0,7.0,8.0,3.0,2.0,6.0,0.0
1719481375.0,117.0,117.0,458.0,11.856,3.32,4.98,14.821,3.181,134.0,132.0,27.850000000000023,27.850000000000023,20.850000000000023,31.850000000000023,-40.14999999999998,6425.0,23.0,38.0,18.0,7.0,11.0,13.0,3.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0

