valid,epoch,epoch_utc,lat_deg,lon_deg,alt_m,air_temp_degC,humdity_percent,humidity_sensor_temp_degC,pres_mb,module_error,rs41_rh_percent,wv_mixing_ratio_ppmv
[bool],[epoch],[iso8601],[deg],[deg],[m],[C],[%],[C],[mb],[#],[%],[ppmv]
True,1786654667,2026-08-13T20:57:47Z,,,,24.5900,32.3800,29.7900,767.5600,0,43.9246,18020.5582
True,1786654668,2026-08-13T20:57:48Z,,,,24.6000,32.3600,29.8000,767.7600,0,43.8965,18014.9926
True,1786654669,2026-08-13T20:57:49Z,,,,24.6100,32.3800,29.8000,767.7200,0,43.8974,18027.2836
True,1786654670,2026-08-13T20:57:50Z,,,,24.6000,32.3800,29.8000,767.6400,0,43.9236,18029.1962
True,1786654671,2026-08-13T20:57:51Z,,,,24.6000,32.3600,29.7900,767.6400,0,43.8712,18007.3164
True,1786654672,2026-08-13T20:57:52Z,,,,24.6100,32.4100,29.7900,767.6600,0,43.9128,18035.1633
True,1786654673,2026-08-13T20:57:53Z,,,,24.6100,32.3800,29.8000,767.6400,0,43.8974,18029.1962
True,1786654674,2026-08-13T20:57:54Z,,,,24.6200,32.3600,29.7900,767.7200,0,43.8188,18005.4062
True,1786654675,2026-08-13T20:57:55Z,,,,24.6200,32.3800,29.8000,767.6200,0,43.8711,18029.6744
True,1786654676,2026-08-13T20:57:56Z,,,,24.6200,32.3400,29.8000,767.8000,0,43.8169,18002.7032
True,1786654677,2026-08-13T20:57:57Z,,,,24.6200,32.4000,29.8000,767.5800,0,43.8982,18041.9687
True,1786654678,2026-08-13T20:57:58Z,,,,24.6200,32.3600,29.7900,767.8400,0,43.8188,18002.5416
True,1786654679,2026-08-13T20:57:59Z,,,,24.6200,32.4000,29.7900,767.5000,0,43.8730,18033.3247
True,1786654680,2026-08-13T20:58:00Z,,,,24.6200,32.3600,29.8000,767.6600,0,43.8440,18017.3816
True,1786654681,2026-08-13T20:58:01Z,,,,24.6200,32.4000,29.7900,767.7200,0,43.8730,18028.0638
True,1786654682,2026-08-13T20:58:02Z,,,,24.6200,32.3400,29.8100,767.6600,0,43.8421,18016.5870
True,1786654683,2026-08-13T20:58:03Z,,,,24.6200,32.3600,29.8000,767.7400,0,43.8440,18015.4704
True,1786654684,2026-08-13T20:58:04Z,,,,24.6200,32.3800,29.8000,767.6200,0,43.8711,18029.6744
True,1786654685,2026-08-13T20:58:05Z,,,,24.6300,32.3400,29.8100,767.6000,0,43.8159,18018.0207
True,1786654686,2026-08-13T20:58:06Z,,,,24.6200,32.3800,29.8000,767.7000,0,43.8711,18027.7617
True,1786654687,2026-08-13T20:58:07Z,,,,24.6300,32.3400,29.8100,767.7000,0,43.8159,18015.6314
True,1786654688,2026-08-13T20:58:08Z,,,,24.6300,32.3600,29.8100,767.7200,0,43.8430,18026.4955
True,1786654689,2026-08-13T20:58:09Z,,,,24.6400,32.3400,29.8200,767.7200,0,43.8149,18025.6998
True,1786654690,2026-08-13T20:58:10Z,,,,24.6300,32.3400,29.8100,767.6400,0,43.8159,18017.0649
True,1786654691,2026-08-13T20:58:11Z,,,,24.6400,32.3800,29.8100,767.5200,0,43.8439,18042.6228
True,1786654692,2026-08-13T20:58:12Z,,,,24.6400,32.4000,29.8200,767.5400,0,43.8962,18064.0584
True,1786654693,2026-08-13T20:58:13Z,,,,24.6400,32.3600,29.8100,767.7000,0,43.8168,18026.9736
True,1786654694,2026-08-13T20:58:14Z,,,,24.6500,32.3600,29.8200,767.6400,0,43.8158,18038.9621
True,1786654695,2026-08-13T20:58:15Z,,,,24.6400,32.3400,29.8100,767.5800,0,43.7897,18018.4986
True,1786654696,2026-08-13T20:58:16Z,,,,24.6500,32.3300,29.8200,767.8400,0,43.7752,18017.1586
True,1786654697,2026-08-13T20:58:17Z,,,,24.6500,32.3600,29.8100,767.7000,0,43.7906,18026.9736
True,1786654698,2026-08-13T20:58:18Z,,,,24.6500,32.3300,29.8100,767.4600,0,43.7500,18015.6939
True,1786654699,2026-08-13T20:58:19Z,,,,24.6500,32.3300,29.8200,767.7800,0,43.7752,18018.5919
True,1786654700,2026-08-13T20:58:20Z,,,,24.6500,32.3400,29.8100,767.5200,0,43.7636,18019.9326
True,1786654701,2026-08-13T20:58:21Z,,,,24.6500,32.3100,29.8200,767.5800,0,43.7481,18012.0210
True,1786654702,2026-08-13T20:58:22Z,,,,24.6500,32.3600,29.8200,767.6800,0,43.8158,18038.0052
True,1786654703,2026-08-13T20:58:23Z,,,,24.6700,32.3400,29.8200,767.6600,0,43.7364,18027.1340
True,1786654704,2026-08-13T20:58:24Z,,,,24.6700,32.3400,29.8200,767.7400,0,43.7364,18025.2217
True,1786654705,2026-08-13T20:58:25Z,,,,24.6700,32.3400,29.8200,767.6000,0,43.7364,18028.5685
True,1786654706,2026-08-13T20:58:26Z,,,,24.6700,32.3300,29.8400,767.8400,0,43.7732,18038.2571
True,1786654707,2026-08-13T20:58:27Z,,,,24.6700,32.3300,29.8200,767.5800,0,43.7229,18023.3714
True,1786654708,2026-08-13T20:58:28Z,,,,24.6800,32.2900,29.8400,767.8200,0,43.6929,18016.0151
True,1786654709,2026-08-13T20:58:29Z,,,,24.6800,32.3300,29.8200,767.4800,0,43.6968,18025.7622
True,1786654710,2026-08-13T20:58:30Z,,,,24.6800,32.3100,29.8200,767.7800,0,43.6697,18007.2445
True,1786654711,2026-08-13T20:58:31Z,,,,24.6800,32.3300,29.8400,767.8000,0,43.7470,18039.2138
True,1786654712,2026-08-13T20:58:32Z,,,,24.6800,32.3300,29.8400,767.7800,0,43.7470,18039.6922
True,1786654713,2026-08-13T20:58:33Z,,,,24.6800,32.2900,29.8400,767.6000,0,43.6929,18021.2717
True,1786654714,2026-08-13T20:58:34Z,,,,24.6900,32.3400,29.8400,767.8400,0,43.7344,18043.9372
True,1786654715,2026-08-13T20:58:35Z,,,,24.6900,32.3100,29.8500,767.5800,0,43.7190,18043.6679
True,1786654716,2026-08-13T20:58:36Z,,,,24.6900,32.3100,29.8400,767.7000,0,43.6938,18030.2439
True,1786654717,2026-08-13T20:58:37Z,,,,24.6900,32.3100,29.8400,767.7800,0,43.6938,18028.3313
True,1786654718,2026-08-13T20:58:38Z,,,,24.6900,32.3400,29.8400,767.7200,0,43.7344,18046.8085
True,1786654719,2026-08-13T20:58:39Z,,,,24.6900,32.3100,29.8500,767.7200,0,43.7190,18040.3182
True,1786654720,2026-08-13T20:58:40Z,,,,24.7000,32.2900,29.8500,767.5800,0,43.6658,18032.2974
True,1786654721,2026-08-13T20:58:41Z,,,,24.7000,32.3800,29.8500,767.6200,0,43.7875,18082.5073
True,1786654722,2026-08-13T20:58:42Z,,,,24.7000,32.2700,29.8500,767.8400,0,43.6387,18014.7152
True,1786654723,2026-08-13T20:58:43Z,,,,24.7000,32.3100,29.8500,767.6000,0,43.6928,18043.1893
True,1786654724,2026-08-13T20:58:44Z,,,,24.7000,32.3300,29.8400,767.8400,0,43.6948,18038.2571
True,1786654725,2026-08-13T20:58:45Z,,,,24.7000,32.3400,29.8600,767.6400,0,43.7585,18069.8563
True,1786654726,2026-08-13T20:58:46Z,,,,24.7000,32.3100,29.8500,767.7200,0,43.6928,18040.3182
True,1786654727,2026-08-13T20:58:47Z,,,,24.7000,32.2900,29.8500,767.6000,0,43.6658,18031.8191
True,1786654728,2026-08-13T20:58:48Z,,,,24.7000,32.3100,29.8500,767.7000,0,43.6928,18040.7966
True,1786654729,2026-08-13T20:58:49Z,,,,24.7000,32.3100,29.8600,767.6200,0,43.7180,18053.2701
True,1786654730,2026-08-13T20:58:50Z,,,,24.7000,32.3400,29.8400,767.7000,0,43.7083,18047.2872
True,1786654731,2026-08-13T20:58:51Z,,,,24.7000,32.3100,29.8400,767.8000,0,43.6677,18027.8532
True,1786654732,2026-08-13T20:58:52Z,,,,24.7000,32.3300,29.8500,767.7400,0,43.7199,18051.2080
True,1786654733,2026-08-13T20:58:53Z,,,,24.7000,32.2900,29.8500,767.6600,0,43.6658,18030.3844
True,1786654734,2026-08-13T20:58:54Z,,,,24.7100,32.3400,29.8600,767.7200,0,43.7324,18067.9393
True,1786654735,2026-08-13T20:58:55Z,,,,24.7100,32.2900,29.8600,767.6800,0,43.6648,18040.4579
True,1786654736,2026-08-13T20:58:56Z,,,,24.7100,32.3100,29.8500,767.7200,0,43.6667,18040.3182
True,1786654737,2026-08-13T20:58:57Z,,,,24.7100,32.2700,29.8600,767.7200,0,43.6377,18028.1261
True,1786654738,2026-08-13T20:58:58Z,,,,24.7100,32.3100,29.8600,767.7000,0,43.6918,18051.3549
True,1786654739,2026-08-13T20:58:59Z,,,,24.7100,32.3100,29.8600,767.6000,0,43.6918,18053.7490
True,1786654740,2026-08-13T20:59:00Z,,,,24.7100,32.2700,29.8600,767.5200,0,43.6377,18032.9086
True,1786654741,2026-08-13T20:59:01Z,,,,24.7200,32.3100,29.8700,767.5200,0,43.6908,18066.2311
True,1786654742,2026-08-13T20:59:02Z,,,,24.7100,32.3100,29.8500,767.7400,0,43.6667,18039.8397
True,1786654743,2026-08-13T20:59:03Z,,,,24.7200,32.2700,29.8500,767.5200,0,43.5866,18022.3613
True,1786654744,2026-08-13T20:59:04Z,,,,24.7200,32.3100,29.8600,767.8400,0,43.6657,18048.0042
True,1786654745,2026-08-13T20:59:05Z,,,,24.7200,32.3100,29.8600,767.7000,0,43.6657,18051.3549
True,1786654746,2026-08-13T20:59:06Z,,,,24.7200,32.2700,29.8700,767.6600,0,43.6368,18040.1114
True,1786654747,2026-08-13T20:59:07Z,,,,24.7200,32.2900,29.8600,767.6400,0,43.6387,18041.4149
True,1786654748,2026-08-13T20:59:08Z,,,,24.7200,32.2900,29.8700,767.7600,0,43.6638,18049.1003
True,1786654749,2026-08-13T20:59:09Z,,,,24.7200,32.2900,29.8700,767.6400,0,43.6638,18051.9728
True,1786654750,2026-08-13T20:59:10Z,,,,24.7200,32.3300,29.8600,767.7800,0,43.6928,18060.8145
True,1786654751,2026-08-13T20:59:11Z,,,,24.7300,32.3100,29.8700,767.6400,0,43.6647,18063.3559
True,1786654752,2026-08-13T20:59:12Z,,,,24.7300,32.2900,29.8700,767.6400,0,43.6377,18051.9728
True,1786654753,2026-08-13T20:59:13Z,,,,24.7300,32.2700,29.8700,767.7800,0,43.6107,18037.2410
True,1786654754,2026-08-13T20:59:14Z,,,,24.7300,32.2500,29.8700,767.6400,0,43.5837,18029.2073
True,1786654755,2026-08-13T20:59:15Z,,,,24.7300,32.2400,29.8700,767.5800,0,43.5701,18024.9503
True,1786654756,2026-08-13T20:59:16Z,,,,24.7300,32.2700,29.8700,767.7000,0,43.6107,18039.1545
True,1786654757,2026-08-13T20:59:17Z,,,,24.7300,32.2700,29.8700,767.7600,0,43.6107,18037.7193
True,1786654758,2026-08-13T20:59:18Z,,,,24.7300,32.2500,29.8700,767.7800,0,43.5837,18025.8605
True,1786654759,2026-08-13T20:59:19Z,,,,24.7300,32.2700,29.8700,767.7000,0,43.6107,18039.1545
True,1786654760,2026-08-13T20:59:20Z,,,,24.7300,32.2500,29.8700,767.7600,0,43.5837,18026.3385
True,1786654761,2026-08-13T20:59:21Z,,,,24.7300,32.2500,29.8700,767.6400,0,43.5837,18029.2073
True,1786654762,2026-08-13T20:59:22Z,,,,24.7300,32.2900,29.8700,767.7000,0,43.6377,18050.5364
True,1786654763,2026-08-13T20:59:23Z,,,,24.7300,32.2500,29.8700,767.8000,0,43.5837,18025.3825
True,1786654764,2026-08-13T20:59:24Z,,,,24.7300,32.2700,29.8700,767.5600,0,43.6107,18042.5041
True,1786654765,2026-08-13T20:59:25Z,,,,24.7500,32.2400,29.8700,767.6400,0,43.5181,18023.5161
True,1786654766,2026-08-13T20:59:26Z,,,,24.7500,32.2500,29.8700,767.7600,0,43.5316,18026.3385
True,1786654767,2026-08-13T20:59:27Z,,,,24.7500,32.2500,29.8800,767.6000,0,43.5566,18040.7141
True,1786654768,2026-08-13T20:59:28Z,,,,24.7500,32.2700,29.8700,767.8400,0,43.5586,18035.8061
True,1786654769,2026-08-13T20:59:29Z,,,,24.7500,32.2900,29.8700,767.8800,0,43.5856,18046.2288
True,1786654770,2026-08-13T20:59:30Z,,,,24.7500,32.2700,29.8700,767.6000,0,43.5586,18041.5470
True,1786654771,2026-08-13T20:59:31Z,,,,24.7500,32.2500,29.8700,767.7000,0,43.5316,18027.7728
True,1786654772,2026-08-13T20:59:32Z,,,,24.7500,32.2200,29.8700,767.6400,0,43.4911,18012.1338
True,1786654773,2026-08-13T20:59:33Z,,,,24.7500,32.2500,29.8700,767.7600,0,43.5316,18026.3385
True,1786654774,2026-08-13T20:59:34Z,,,,24.7600,32.2200,29.8800,767.7800,0,43.4901,18019.3279
True,1786654775,2026-08-13T20:59:35Z,,,,24.7600,32.2500,29.8700,767.7200,0,43.5056,18027.2947
True,1786654776,2026-08-13T20:59:36Z,,,,24.7600,32.2700,29.8700,767.6200,0,43.5326,18041.0684
True,1786654777,2026-08-13T20:59:37Z,,,,24.7600,32.2700,29.8800,767.7600,0,43.5576,18048.2741
True,1786654778,2026-08-13T20:59:38Z,,,,24.7700,32.2700,29.8700,767.6400,0,43.5066,18040.5899
True,1786654779,2026-08-13T20:59:39Z,,,,24.7600,32.2400,29.8800,767.7200,0,43.5171,18032.1493
True,1786654780,2026-08-13T20:59:40Z,,,,24.7700,32.2700,29.8800,767.6400,0,43.5316,18051.1464
True,1786654781,2026-08-13T20:59:41Z,,,,24.7700,32.2400,29.8900,767.6400,0,43.5161,18044.6143
True,1786654782,2026-08-13T20:59:42Z,,,,24.7700,32.2700,29.8700,767.5200,0,43.5066,18043.4614
True,1786654783,2026-08-13T20:59:43Z,,,,24.7700,32.2900,29.8700,767.7400,0,43.5336,18049.5790
True,1786654784,2026-08-13T20:59:44Z,,,,24.7700,32.2500,29.8800,767.5400,0,43.5046,18042.1498
True,1786654785,2026-08-13T20:59:45Z,,,,24.7700,32.2700,29.8800,767.5800,0,43.5316,18052.5829
True,1786654786,2026-08-13T20:59:46Z,,,,24.7800,32.2500,29.8900,767.7600,0,43.5037,18047.4401
True,1786654787,2026-08-13T20:59:47Z,,,,24.7700,32.2500,29.8700,767.6600,0,43.4797,18028.7291
True,1786654788,2026-08-13T20:59:48Z,,,,24.7800,32.2400,29.8800,767.5600,0,43.4652,18035.9760
True,1786654789,2026-08-13T20:59:49Z,,,,24.7800,32.2500,29.8800,767.6600,0,43.4787,18039.2786
True,1786654790,2026-08-13T20:59:50Z,,,,24.7800,32.2400,29.8800,767.7000,0,43.4652,18032.6276
True,1786654791,2026-08-13T20:59:51Z,,,,24.7900,32.2400,29.8900,767.7200,0,43.4642,18042.7000
True,1786654792,2026-08-13T20:59:52Z,,,,24.7800,32.2000,29.8900,767.5600,0,43.4362,18023.7352
True,1786654793,2026-08-13T20:59:53Z,,,,24.7900,32.2400,29.8900,767.6600,0,43.4642,18044.1357
True,1786654794,2026-08-13T20:59:54Z,,,,24.7900,32.2900,29.8800,767.6800,0,43.5066,18061.5779
True,1786654795,2026-08-13T20:59:55Z,,,,24.7900,32.2500,29.8800,767.6000,0,43.4527,18040.7141
True,1786654796,2026-08-13T20:59:56Z,,,,24.7900,32.2500,29.8900,767.6400,0,43.4777,18050.3123
True,1786654797,2026-08-13T20:59:57Z,,,,24.7900,32.2500,29.8900,767.6600,0,43.4777,18049.8335
True,1786654798,2026-08-13T20:59:58Z,,,,24.7900,32.2000,29.9000,767.6000,0,43.4352,18033.3234
True,1786654799,2026-08-13T20:59:59Z,,,,24.7900,32.2400,29.8900,767.7200,0,43.4642,18042.7000
True,1786654800,2026-08-13T21:00:00Z,,,,24.7900,32.1800,29.9000,767.7000,0,43.4082,18019.5309
True,1786654801,2026-08-13T21:00:01Z,,,,24.7900,32.2400,29.9000,767.7000,0,43.4892,18053.7351
True,1786654802,2026-08-13T21:00:02Z,,,,24.7900,32.2400,29.8900,767.7200,0,43.4642,18042.7000
True,1786654803,2026-08-13T21:00:03Z,,,,24.8000,32.2200,29.9000,767.6800,0,43.4363,18042.8119
True,1786654804,2026-08-13T21:00:04Z,,,,24.8000,32.2000,29.9000,767.5800,0,43.4093,18033.8017
True,1786654805,2026-08-13T21:00:05Z,,,,24.8000,32.2400,29.9200,767.6000,0,43.5132,18077.2619
True,1786654806,2026-08-13T21:00:06Z,,,,24.8000,32.3100,29.8900,767.7000,0,43.5326,18083.0626
True,1786654807,2026-08-13T21:00:07Z,,,,24.8100,32.2200,29.9000,767.7800,0,43.4103,18040.4196
True,1786654808,2026-08-13T21:00:08Z,,,,24.8000,32.2500,29.9000,767.6400,0,43.4767,18060.8730
True,1786654809,2026-08-13T21:00:09Z,,,,24.8100,32.2200,29.9000,767.5200,0,43.4103,18046.6411
True,1786654810,2026-08-13T21:00:10Z,,,,24.8100,32.2000,29.9200,767.7800,0,43.4333,18050.1194
True,1786654811,2026-08-13T21:00:11Z,,,,24.8100,32.2400,29.9000,767.7200,0,43.4373,18053.2563
True,1786654812,2026-08-13T21:00:12Z,,,,24.8100,32.2000,29.9200,767.6400,0,43.4333,18053.4708
True,1786654813,2026-08-13T21:00:13Z,,,,24.8100,32.2500,29.9000,767.7000,0,43.4508,18059.4360
True,1786654814,2026-08-13T21:00:14Z,,,,24.8200,32.2500,29.9200,767.6600,0,43.4747,18081.5314
True,1786654815,2026-08-13T21:00:15Z,,,,24.8200,32.2200,29.9000,767.7000,0,43.3844,18042.3334
True,1786654816,2026-08-13T21:00:16Z,,,,24.8200,32.2400,29.9200,767.7000,0,43.4613,18074.8646
True,1786654817,2026-08-13T21:00:17Z,,,,24.8200,32.2200,29.9200,767.5800,0,43.4343,18066.3243
True,1786654818,2026-08-13T21:00:18Z,,,,24.8200,32.1800,29.9200,767.7600,0,43.3804,18039.1843
True,1786654819,2026-08-13T21:00:19Z,,,,24.8200,32.2400,29.9200,767.7000,0,43.4613,18074.8646
True,1786654820,2026-08-13T21:00:20Z,,,,24.8200,32.2000,29.9200,767.7800,0,43.4073,18050.1194
True,1786654821,2026-08-13T21:00:21Z,,,,24.8200,32.1800,29.9200,767.6600,0,43.3804,18041.5766
True,1786654822,2026-08-13T21:00:22Z,,,,24.8200,32.2200,29.9300,767.6600,0,43.4593,18074.9743
True,1786654823,2026-08-13T21:00:23Z,,,,24.8400,32.2200,29.9300,767.7200,0,43.4074,18073.5362
True,1786654824,2026-08-13T21:00:24Z,,,,24.8400,32.2200,29.9300,767.5200,0,43.4074,18078.3309
True,1786654825,2026-08-13T21:00:25Z,,,,24.8400,32.2200,29.9200,767.5800,0,43.3825,18066.3243
True,1786654826,2026-08-13T21:00:26Z,,,,24.8400,32.2500,29.9300,767.7200,0,43.4478,18090.6688
True,1786654827,2026-08-13T21:00:27Z,,,,24.8400,32.2200,29.9000,767.7000,0,43.3327,18042.3334
True,1786654828,2026-08-13T21:00:28Z,,,,24.8400,32.2500,29.9200,767.6600,0,43.4229,18081.5314
True,1786654829,2026-08-13T21:00:29Z,,,,24.8400,32.2200,29.9300,767.8200,0,43.4074,18071.1397
True,1786654830,2026-08-13T21:00:30Z,,,,24.8500,32.2500,29.9300,767.6200,0,43.4219,18093.0682
True,1786654831,2026-08-13T21:00:31Z,,,,24.8500,32.2400,29.9300,767.7800,0,43.4084,18083.5190
True,1786654832,2026-08-13T21:00:32Z,,,,24.8400,32.2500,29.9300,767.6400,0,43.4478,18092.5883
True,1786654833,2026-08-13T21:00:33Z,,,,24.8500,32.2000,29.9400,767.7000,0,43.3795,18073.1586
True,1786654834,2026-08-13T21:00:34Z,,,,24.8500,32.2200,29.9400,767.7000,0,43.4064,18084.5872
True,1786654835,2026-08-13T21:00:35Z,,,,24.8500,32.1500,29.9400,767.7000,0,43.3121,18044.5883
True,1786654836,2026-08-13T21:00:36Z,,,,24.8500,32.1800,29.9400,767.6000,0,43.3525,18064.1258
True,1786654837,2026-08-13T21:00:37Z,,,,24.8500,32.2000,29.9400,767.7200,0,43.3795,18072.6793
True,1786654838,2026-08-13T21:00:38Z,,,,24.8500,32.2000,29.9500,767.7800,0,43.4044,18081.8107
True,1786654839,2026-08-13T21:00:39Z,,,,24.8600,32.2200,29.9400,767.6000,0,43.3805,18086.9858
True,1786654840,2026-08-13T21:00:40Z,,,,24.8600,32.1800,29.9500,767.8000,0,43.3516,18069.8976
True,1786654841,2026-08-13T21:00:41Z,,,,24.8600,32.1800,29.9400,767.6400,0,43.3267,18063.1675
True,1786654842,2026-08-13T21:00:42Z,,,,24.8600,32.2200,29.9400,767.6800,0,43.3805,18085.0669
True,1786654843,2026-08-13T21:00:43Z,,,,24.8600,32.2000,29.9500,767.7000,0,43.3785,18083.7290
True,1786654844,2026-08-13T21:00:44Z,,,,24.8600,32.2000,29.9500,767.6400,0,43.3785,18085.1680
True,1786654845,2026-08-13T21:00:45Z,,,,24.8700,32.1800,29.9500,767.7600,0,43.3257,18070.8560
True,1786654846,2026-08-13T21:00:46Z,,,,24.8600,32.2200,29.9400,767.6400,0,43.3805,18086.0263
True,1786654847,2026-08-13T21:00:47Z,,,,24.8700,32.2200,29.9500,767.7000,0,43.3795,18095.1644
True,1786654848,2026-08-13T21:00:48Z,,,,24.8700,32.1800,29.9400,767.7600,0,43.3008,18060.2933
True,1786654849,2026-08-13T21:00:49Z,,,,24.8700,32.2000,29.9500,767.7000,0,43.3526,18083.7290
True,1786654850,2026-08-13T21:00:50Z,,,,24.8700,32.1600,29.9500,767.7400,0,43.2988,18059.9011
True,1786654851,2026-08-13T21:00:51Z,,,,24.8700,32.2000,29.9500,767.5800,0,43.3526,18086.6073
True,1786654852,2026-08-13T21:00:52Z,,,,24.8700,32.2000,29.9500,767.6200,0,43.3526,18085.6478
True,1786654853,2026-08-13T21:00:53Z,,,,24.8700,32.2200,29.9400,767.7400,0,43.3546,18083.6279
True,1786654854,2026-08-13T21:00:54Z,,,,24.8700,32.2200,29.9500,767.5200,0,43.3795,18099.4849
True,1786654855,2026-08-13T21:00:55Z,,,,24.8700,32.1600,29.9500,767.7800,0,43.2988,18058.9432
True,1786654856,2026-08-13T21:00:56Z,,,,24.8700,32.1600,29.9500,767.7400,0,43.2988,18059.9011
True,1786654857,2026-08-13T21:00:57Z,,,,24.8700,32.2000,29.9500,767.7000,0,43.3526,18083.7290
True,1786654858,2026-08-13T21:00:58Z,,,,24.8700,32.2000,29.9500,767.6400,0,43.3526,18085.1680
True,1786654859,2026-08-13T21:00:59Z,,,,24.8700,32.1600,29.9500,767.7200,0,43.2988,18060.3800
True,1786654860,2026-08-13T21:01:00Z,,,,24.8700,32.2000,29.9500,767.6400,0,43.3526,18085.1680
True,1786654861,2026-08-13T21:01:01Z,,,,24.8700,32.1800,29.9500,767.5800,0,43.3257,18075.1703
True,1786654862,2026-08-13T21:01:02Z,,,,24.8800,32.1800,29.9600,767.6600,0,43.3247,18083.8222
True,1786654863,2026-08-13T21:01:03Z,,,,24.8700,32.1800,29.9500,767.7000,0,43.3257,18072.2939
True,1786654864,2026-08-13T21:01:04Z,,,,24.8800,32.1500,29.9600,767.5000,0,43.2843,18070.4933
True,1786654865,2026-08-13T21:01:05Z,,,,24.8800,32.2000,29.9500,767.7800,0,43.3268,18081.8107
True,1786654866,2026-08-13T21:01:06Z,,,,24.8800,32.1800,29.9500,767.7800,0,43.2998,18070.3768
True,1786654867,2026-08-13T21:01:07Z,,,,24.8800,32.2200,29.9500,767.6400,0,43.3537,18096.6043
True,1786654868,2026-08-13T21:01:08Z,,,,24.8800,32.1600,29.9500,767.7600,0,43.2729,18059.4221
True,1786654869,2026-08-13T21:01:09Z,,,,24.8800,32.1600,29.9600,767.6400,0,43.2978,18072.8593
True,1786654870,2026-08-13T21:01:10Z,,,,24.8900,32.1800,29.9500,767.7800,0,43.2740,18070.3768
True,1786654871,2026-08-13T21:01:11Z,,,,24.8900,32.1600,29.9600,767.6800,0,43.2720,18071.9006
True,1786654872,2026-08-13T21:01:12Z,,,,24.8900,32.2000,29.9500,767.7200,0,43.3009,18083.2494
True,1786654873,2026-08-13T21:01:13Z,,,,24.8900,32.1600,29.9500,767.7200,0,43.2471,18060.3800
True,1786654874,2026-08-13T21:01:14Z,,,,24.8900,32.1800,29.9500,767.6600,0,43.2740,18073.2526
True,1786654875,2026-08-13T21:01:15Z,,,,24.8900,32.1600,29.9600,767.6800,0,43.2720,18071.9006
True,1786654876,2026-08-13T21:01:16Z,,,,24.9000,32.2000,29.9700,767.5800,0,43.3248,18107.7680
True,1786654877,2026-08-13T21:01:17Z,,,,24.8900,32.1800,29.9500,767.6400,0,43.2740,18073.7320
True,1786654878,2026-08-13T21:01:18Z,,,,24.9000,32.1500,29.9600,767.7000,0,43.2327,18065.7006
True,1786654879,2026-08-13T21:01:19Z,,,,24.9000,32.1800,29.9600,767.6600,0,43.2730,18083.8222
True,1786654880,2026-08-13T21:01:20Z,,,,24.9000,32.1800,29.9600,767.6600,0,43.2730,18083.8222
True,1786654881,2026-08-13T21:01:21Z,,,,24.9000,32.1800,29.9700,767.7000,0,43.2979,18093.4375
True,1786654882,2026-08-13T21:01:22Z,,,,24.9000,32.1600,29.9700,767.5600,0,43.2710,18085.3468
True,1786654883,2026-08-13T21:01:23Z,,,,24.9000,32.1800,29.9700,767.5200,0,43.2979,18097.7576
True,1786654884,2026-08-13T21:01:24Z,,,,24.9000,32.1500,29.9700,767.6000,0,43.2575,18078.6624
True,1786654885,2026-08-13T21:01:25Z,,,,24.9200,32.1500,29.9800,767.6000,0,43.2308,18089.2337
True,1786654886,2026-08-13T21:01:26Z,,,,24.9200,32.1300,29.9800,767.6400,0,43.2039,18076.8182
True,1786654887,2026-08-13T21:01:27Z,,,,24.9200,32.1500,29.9800,767.5200,0,43.2308,18091.1533
True,1786654888,2026-08-13T21:01:28Z,,,,24.9200,32.1500,29.9800,767.6800,0,43.2308,18087.3145
True,1786654889,2026-08-13T21:01:29Z,,,,24.9200,32.1600,29.9800,767.6400,0,43.2442,18094.0021
True,1786654890,2026-08-13T21:01:30Z,,,,24.9200,32.1300,30.0000,767.6400,0,43.2535,18097.9625
True,1786654891,2026-08-13T21:01:31Z,,,,24.9200,32.1500,29.9800,767.7600,0,43.2308,18085.3957
True,1786654892,2026-08-13T21:01:32Z,,,,24.9300,32.1300,30.0000,767.5400,0,43.2277,18100.3631
True,1786654893,2026-08-13T21:01:33Z,,,,24.9200,32.1600,29.9700,767.7200,0,43.2194,18081.5095
True,1786654894,2026-08-13T21:01:34Z,,,,24.9300,32.1500,29.9800,767.6600,0,43.2050,18087.7943
True,1786654895,2026-08-13T21:01:35Z,,,,24.9300,32.1300,29.9800,767.6600,0,43.1781,18076.3387
True,1786654896,2026-08-13T21:01:36Z,,,,24.9200,32.1300,29.9800,767.7600,0,43.2039,18073.9418
True,1786654897,2026-08-13T21:01:37Z,,,,24.9300,32.1300,30.0000,767.6400,0,43.2277,18097.9625
True,1786654898,2026-08-13T21:01:38Z,,,,24.9300,32.1600,30.0000,767.6200,0,43.2681,18115.6473
True,1786654899,2026-08-13T21:01:39Z,,,,24.9300,32.1300,30.0000,767.6600,0,43.2277,18097.4824
True,1786654900,2026-08-13T21:01:40Z,,,,24.9300,32.1500,30.0000,767.8000,0,43.2546,18105.5899
True,1786654901,2026-08-13T21:01:41Z,,,,24.9300,32.1800,30.0000,767.7600,0,43.2950,18123.7521
True,1786654902,2026-08-13T21:01:42Z,,,,24.9300,32.1100,30.0100,767.5800,0,43.2256,18098.5070
True,1786654903,2026-08-13T21:01:43Z,,,,24.9300,32.1500,29.9800,767.7000,0,43.2050,18086.8348
True,1786654904,2026-08-13T21:01:44Z,40.00,-105.00,1620.30,24.9400,32.1300,30.0000,767.7000,0,43.2019,18096.5224
