epoch,epoch_utc,lat_deg,lon_deg,alt_m,pump1_I_mA,pump2_I_mA,pha_I_mA,pha_12V_V,pha_3V3_V,cpu_V_V,input_V_V,flow_SLPM,pump1_PWM,pump2_PWM,pump1_T_degC,pump2_T_degC,laser_T_degC,pcb_T_degC,inlet_T_degC,hg_275,hg_300,hg_325,hg_350,hg_375,hg_400,hg_450,hg_500,hg_550,hg_600,hg_650,hg_700,hg_750,hg_800,hg_900,hg_1000,lg_1200,lg_1400,lg_1600,lg_1800,lg_2000,lg_2500,lg_3000,lg_3500,lg_4000,lg_6000,lg_8000,lg_10000,lg_13000,lg_16000,lg_24000,lg_24000_1
[epoch],[iso8601],[deg],[deg],[m],[mA],[mA],[mA],[V],[V],[V],[V],[SLPM],[#],[#],[C],[C],[C],[C],[C],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm],[diam >nm]
1786630406,2026-08-13T14:13:26Z,,,,336.0000,293.0000,486.0000,11.7400,3.2490,3.2970,15.1050,9.9730,149.0000,148.0000,26.8500,26.8500,24.8500,28.8500,23.8500,6425.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630411,2026-08-13T14:13:31Z,,,,315.0000,293.0000,486.0000,11.7350,3.2520,3.2990,15.0940,10.1480,150.0000,147.0000,25.8500,26.8500,23.8500,28.8500,23.8500,6425.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630415,2026-08-13T14:13:35Z,,,,329.0000,293.0000,486.0000,11.7450,3.2470,3.2970,15.1160,9.9870,150.0000,148.0000,26.8500,26.8500,24.8500,28.8500,23.8500,6425.0000,1.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630420,2026-08-13T14:13:40Z,,,,300.0000,293.0000,486.0000,11.7350,3.2490,3.2990,15.1050,10.0740,149.0000,146.0000,26.8500,26.8500,24.8500,28.8500,25.8500,6425.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630424,2026-08-13T14:13:44Z,,,,336.0000,300.0000,486.0000,11.7400,3.2470,3.2950,15.1110,10.0280,149.0000,148.0000,27.8500,26.8500,24.8500,28.8500,23.8500,6425.0000,2.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,2.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630430,2026-08-13T14:13:50Z,,,,315.0000,293.0000,486.0000,11.7300,3.2470,3.2990,15.1110,10.0630,149.0000,147.0000,27.8500,26.8500,25.8500,28.8500,24.8500,6425.0000,3.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630434,2026-08-13T14:13:54Z,,,,322.0000,293.0000,486.0000,11.7350,3.2490,3.3020,15.1160,10.0020,150.0000,147.0000,26.8500,26.8500,24.8500,29.8500,24.8500,6425.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630438,2026-08-13T14:13:58Z,,,,315.0000,285.0000,486.0000,11.7350,3.2500,3.3000,15.1000,10.1420,149.0000,147.0000,26.8500,27.8500,24.8500,29.8500,23.8500,6425.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630443,2026-08-13T14:14:03Z,,,,315.0000,285.0000,486.0000,11.7260,3.2490,3.2990,15.1000,10.0450,149.0000,147.0000,27.8500,26.8500,25.8500,29.8500,25.8500,6425.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1786630447,2026-08-13T14:14:07Z,,,,322.0000,300.0000,486.0000,11.7400,3.2500,3.2940,15.1050,10.0510,151.0000,147.0000,26.8500,27.8500,25.8500,29.8500,24.8500,6425.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
