epoch,epoch_utc,lat_deg,lon_deg,alt_m,pump1_I_mA,pump2_I_mA,pha_I_mA,pha_12V_V,pha_3V3_V,cpu_V_V,input_V_V,flow_SLPM,pump1_PWM,pump2_PWM,pump1_T_degC,pump2_T_degC,laser_T_degC,pcb_T_degC,inlet_T_degC,hg_275,hg_300,hg_325,hg_350,hg_375,hg_400,hg_450,hg_500,hg_550,hg_600,hg_650,hg_700,hg_750,hg_800,hg_900,hg_1000,lg_1200,lg_1400,lg_1600,lg_1800,lg_2000,lg_2500,lg_3000,lg_3500,lg_4000,lg_6000,lg_8000,lg_10000,lg_13000,lg_16000,lg_24000,lg_24000_1
1786654134,2026-08-13T20:48:54Z,,,,366.0000,300.0000,486.0000,11.7450,3.2460,3.2970,15.1110,9.9580,150.0000,150.0000,24.8500,25.8500,24.8500,29.8500,23.8500,12894.0000,19684.0000,13257.0000,6227.0000,1016.0000,125.0000,30.0000,2311.0000,10408.0000,646.0000,234.0000,4.0000,0.0000,0.0000,238.0000,784.0000,0.0000,0.0000,0.0000,0.0000,0.0000,392.0000,5124.0000,45.0000,116.0000,16.0000,168.0000,15.0000,7.0000,0.0000,3.0000,0.0000
1786654139,2026-08-13T20:48:59Z,,,,351.0000,293.0000,485.0000,11.7350,3.2470,3.3000,15.1160,10.0160,149.0000,149.0000,25.8500,25.8500,24.8500,29.8500,24.8500,12894.0000,19445.0000,13258.0000,6123.0000,986.0000,158.0000,18.0000,2238.0000,10046.0000,608.0000,230.0000,4.0000,0.0000,0.0000,233.0000,764.0000,0.0000,0.0000,0.0000,0.0000,0.0000,417.0000,4912.0000,53.0000,118.0000,19.0000,153.0000,4.0000,6.0000,1.0000,0.0000,0.0000
1786654142,2026-08-13T20:49:02Z,,,,358.0000,293.0000,486.0000,11.7350,3.2470,3.2990,15.1110,9.9380,149.0000,150.0000,26.8500,26.8500,25.8500,29.8500,24.8500,12891.0000,19381.0000,13068.0000,6141.0000,920.0000,128.0000,25.0000,2169.0000,9788.0000,599.0000,192.0000,4.0000,0.0000,0.0000,251.0000,678.0000,0.0000,0.0000,0.0000,0.0000,0.0000,375.0000,4639.0000,44.0000,111.0000,9.0000,160.0000,8.0000,8.0000,0.0000,4.0000,0.0000
1786654147,2026-08-13T20:49:07Z,,,,351.0000,293.0000,486.0000,11.7350,3.2460,3.2970,15.1000,9.9250,149.0000,150.0000,24.8500,26.8500,23.8500,29.8500,23.8500,12895.0000,19454.0000,13002.0000,6059.0000,989.0000,167.0000,26.0000,2322.0000,9599.0000,603.0000,204.0000,1.0000,0.0000,0.0000,221.0000,701.0000,0.0000,0.0000,0.0000,0.0000,0.0000,379.0000,4692.0000,42.0000,109.0000,14.0000,179.0000,13.0000,4.0000,0.0000,1.0000,0.0000
1786654151,2026-08-13T20:49:11Z,,,,351.0000,285.0000,486.0000,11.7450,3.2460,3.2970,15.0940,9.9760,149.0000,150.0000,26.8500,26.8500,24.8500,29.8500,24.8500,12892.0000,19594.0000,13320.0000,6243.0000,1002.0000,153.0000,29.0000,2375.0000,10131.0000,591.0000,237.0000,8.0000,0.0000,0.0000,254.0000,681.0000,0.0000,0.0000,0.0000,0.0000,0.0000,403.0000,4863.0000,44.0000,109.0000,7.0000,141.0000,15.0000,8.0000,0.0000,1.0000,0.0000
1786654154,2026-08-13T20:49:14Z,,,,366.0000,300.0000,486.0000,11.7400,3.2490,3.2970,15.1110,10.0700,150.0000,151.0000,26.8500,25.8500,24.8500,29.8500,24.8500,12899.0000,19512.0000,12973.0000,6002.0000,920.0000,168.0000,17.0000,2283.0000,9710.0000,616.0000,230.0000,7.0000,0.0000,0.0000,248.0000,766.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.0000,4944.0000,50.0000,119.0000,12.0000,158.0000,11.0000,2.0000,0.0000,1.0000,0.0000
1786654159,2026-08-13T20:49:19Z,,,,336.0000,300.0000,485.0000,11.7400,3.2470,3.2990,15.1110,9.9960,150.0000,149.0000,26.8500,26.8500,24.8500,29.8500,24.8500,12888.0000,19842.0000,13258.0000,6281.0000,930.0000,177.0000,35.0000,2383.0000,10041.0000,627.0000,237.0000,5.0000,0.0000,0.0000,231.0000,701.0000,0.0000,0.0000,0.0000,0.0000,0.0000,397.0000,4878.0000,40.0000,86.0000,15.0000,126.0000,3.0000,8.0000,0.0000,3.0000,0.0000
1786654163,2026-08-13T20:49:23Z,,,,351.0000,293.0000,485.0000,11.7350,3.2460,3.2970,15.1000,9.9320,150.0000,150.0000,25.8500,25.8500,24.8500,29.8500,24.8500,12895.0000,20206.0000,14057.0000,6516.0000,1087.0000,173.0000,39.0000,2548.0000,11013.0000,674.0000,256.0000,6.0000,0.0000,0.0000,276.0000,809.0000,0.0000,0.0000,0.0000,0.0000,0.0000,470.0000,5370.0000,39.0000,76.0000,11.0000,120.0000,5.0000,4.0000,1.0000,3.0000,0.0000
1786654167,2026-08-13T20:49:27Z,,,,344.0000,293.0000,485.0000,11.7300,3.2470,3.3020,15.1000,10.0450,150.0000,149.0000,26.8500,25.8500,24.8500,29.8500,25.8500,12885.0000,19300.0000,12876.0000,6019.0000,964.0000,165.0000,27.0000,2223.0000,9410.0000,620.0000,215.0000,8.0000,0.0000,0.0000,213.0000,682.0000,0.0000,0.0000,0.0000,0.0000,0.0000,459.0000,4535.0000,30.0000,120.0000,15.0000,177.0000,4.0000,7.0000,1.0000,0.0000,0.0000
1786654171,2026-08-13T20:49:31Z,,,,358.0000,285.0000,486.0000,11.7350,3.2470,3.2990,15.1000,9.9790,149.0000,150.0000,25.8500,25.8500,24.8500,29.8500,25.8500,12898.0000,19003.0000,12822.0000,6089.0000,911.0000,149.0000,35.0000,2216.0000,9644.0000,562.0000,217.0000,6.0000,0.0000,0.0000,230.0000,612.0000,0.0000,0.0000,0.0000,0.0000,0.0000,436.0000,4459.0000,44.0000,107.0000,16.0000,165.0000,13.0000,4.0000,1.0000,0.0000,0.0000
1786654175,2026-08-13T20:49:35Z,,,,336.0000,285.0000,486.0000,11.7350,3.2460,3.3000,15.1000,9.9180,149.0000,149.0000,25.8500,25.8500,24.8500,29.8500,23.8500,12898.0000,19302.0000,12786.0000,6014.0000,906.0000,182.0000,23.0000,2233.0000,9729.0000,611.0000,234.0000,7.0000,0.0000,0.0000,232.0000,656.0000,0.0000,0.0000,0.0000,0.0000,0.0000,381.0000,4671.0000,48.0000,132.0000,18.0000,138.0000,6.0000,5.0000,2.0000,1.0000,0.0000
1786654179,2026-08-13T20:49:39Z,,,,351.0000,307.0000,486.0000,11.7350,3.2470,3.2990,15.0940,9.9930,151.0000,150.0000,26.8500,26.8500,24.8500,29.8500,24.8500,12900.0000,19481.0000,13059.0000,6355.0000,959.0000,166.0000,29.0000,2314.0000,9777.0000,571.0000,230.0000,8.0000,0.0000,0.0000,217.0000,687.0000,0.0000,0.0000,0.0000,0.0000,0.0000,401.0000,4624.0000,42.0000,94.0000,16.0000,144.0000,9.0000,3.0000,0.0000,2.0000,0.0000
1786654183,2026-08-13T20:49:43Z,,,,366.0000,293.0000,486.0000,11.7300,3.2470,3.3000,15.1110,9.9540,149.0000,151.0000,26.8500,26.8500,24.8500,30.8500,24.8500,12886.0000,19360.0000,12809.0000,6100.0000,914.0000,140.0000,37.0000,2126.0000,9594.0000,554.0000,183.0000,1.0000,0.0000,0.0000,188.0000,655.0000,0.0000,0.0000,0.0000,0.0000,0.0000,465.0000,4276.0000,32.0000,107.0000,17.0000,161.0000,6.0000,2.0000,2.0000,3.0000,0.0000
1786654187,2026-08-13T20:49:47Z,,,,336.0000,300.0000,486.0000,11.7400,3.2470,3.2970,15.1110,9.9730,150.0000,149.0000,25.8500,26.8500,24.8500,30.8500,24.8500,12887.0000,19491.0000,12603.0000,5997.0000,822.0000,135.0000,26.0000,2205.0000,9527.0000,557.0000,214.0000,9.0000,0.0000,0.0000,222.0000,658.0000,0.0000,0.0000,0.0000,0.0000,0.0000,421.0000,4440.0000,42.0000,68.0000,13.0000,160.0000,11.0000,8.0000,1.0000,2.0000,0.0000
1786654191,2026-08-13T20:49:51Z,,,,358.0000,285.0000,486.0000,11.7350,3.2470,3.2990,15.1050,9.9540,148.0000,150.0000,26.8500,26.8500,25.8500,30.8500,24.8500,12892.0000,18809.0000,12243.0000,5762.0000,831.0000,133.0000,25.0000,2031.0000,9070.0000,507.0000,201.0000,2.0000,0.0000,0.0000,206.0000,580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,366.0000,4214.0000,34.0000,130.0000,19.0000,163.0000,9.0000,5.0000,0.0000,1.0000,0.0000
1786654195,2026-08-13T20:49:55Z,,,,344.0000,278.0000,486.0000,11.7350,3.2460,3.2990,15.1110,9.9760,149.0000,149.0000,25.8500,26.8500,25.8500,30.8500,23.8500,12901.0000,19574.0000,13146.0000,6262.0000,863.0000,147.0000,30.0000,2309.0000,10088.0000,638.0000,255.0000,4.0000,0.0000,0.0000,199.0000,698.0000,0.0000,0.0000,0.0000,0.0000,0.0000,475.0000,4669.0000,26.0000,94.0000,8.0000,133.0000,6.0000,3.0000,1.0000,1.0000,0.0000
1786654199,2026-08-13T20:49:59Z,,,,351.0000,300.0000,485.0000,11.7350,3.2460,3.3000,15.1160,9.9830,149.0000,149.0000,26.8500,26.8500,24.8500,30.8500,24.8500,12901.0000,19348.0000,13418.0000,6287.0000,934.0000,149.0000,23.0000,2282.0000,10334.0000,621.0000,229.0000,4.0000,0.0000,0.0000,194.0000,719.0000,0.0000,0.0000,0.0000,0.0000,0.0000,482.0000,4797.0000,29.0000,76.0000,9.0000,132.0000,13.0000,1.0000,0.0000,0.0000,0.0000
1786654203,2026-08-13T20:50:03Z,,,,344.0000,293.0000,485.0000,11.7350,3.2470,3.2990,15.1050,9.9120,150.0000,149.0000,26.8500,26.8500,25.8500,30.8500,24.8500,12888.0000,19129.0000,12774.0000,6090.0000,867.0000,147.0000,25.0000,2177.0000,9867.0000,542.0000,208.0000,4.0000,0.0000,0.0000,208.0000,661.0000,0.0000,0.0000,0.0000,0.0000,0.0000,445.0000,4526.0000,35.0000,98.0000,13.0000,143.0000,10.0000,9.0000,0.0000,2.0000,0.0000
1786654207,2026-08-13T20:50:07Z,,,,351.0000,285.0000,486.0000,11.7350,3.2460,3.2970,15.1000,9.9930,149.0000,150.0000,27.8500,27.8500,25.8500,30.8500,25.8500,12895.0000,19361.0000,12711.0000,6226.0000,928.0000,146.0000,21.0000,2128.0000,9694.0000,623.0000,234.0000,6.0000,0.0000,0.0000,219.0000,733.0000,0.0000,0.0000,0.0000,0.0000,0.0000,464.0000,4616.0000,39.0000,90.0000,12.0000,131.0000,4.0000,4.0000,0.0000,0.0000,0.0000
1786654211,2026-08-13T20:50:11Z,,,,351.0000,293.0000,486.0000,11.7400,3.2460,3.2990,15.1000,10.0510,150.0000,150.0000,26.8500,27.8500,24.8500,30.8500,24.8500,12888.0000,19143.0000,12801.0000,6116.0000,869.0000,146.0000,26.0000,2163.0000,9661.0000,582.0000,229.0000,6.0000,0.0000,0.0000,180.0000,676.0000,0.0000,0.0000,0.0000,0.0000,0.0000,473.0000,4441.0000,44.0000,88.0000,12.0000,122.0000,5.0000,4.0000,1.0000,2.0000,0.0000
1786654215,2026-08-13T20:50:15Z,,,,344.0000,285.0000,486.0000,11.7350,3.2460,3.3000,15.1160,9.9290,149.0000,149.0000,26.8500,26.8500,24.8500,30.8500,24.8500,12888.0000,19356.0000,12949.0000,6042.0000,905.0000,159.0000,27.0000,2137.0000,9785.0000,593.0000,233.0000,6.0000,0.0000,0.0000,192.0000,709.0000,0.0000,0.0000,0.0000,0.0000,0.0000,456.0000,4563.0000,43.0000,90.0000,7.0000,128.0000,3.0000,7.0000,0.0000,1.0000,0.0000
1786654219,2026-08-13T20:50:19Z,,,,344.0000,293.0000,486.0000,11.7300,3.2440,3.2990,15.1050,9.9760,148.0000,149.0000,27.8500,27.8500,25.8500,30.8500,25.8500,12895.0000,19485.0000,13021.0000,6095.0000,885.0000,163.0000,26.0000,2221.0000,9984.0000,630.0000,226.0000,4.0000,0.0000,0.0000,200.0000,688.0000,0.0000,0.0000,0.0000,0.0000,0.0000,461.0000,4555.0000,34.0000,72.0000,6.0000,110.0000,12.0000,2.0000,0.0000,2.0000,0.0000
1786654223,2026-08-13T20:50:23Z,,,,358.0000,293.0000,485.0000,11.7350,3.2470,3.2970,15.1000,9.9640,149.0000,150.0000,27.8500,27.8500,25.8500,30.8500,25.8500,12899.0000,19322.0000,12811.0000,5946.0000,858.0000,177.0000,20.0000,2200.0000,9630.0000,622.0000,265.0000,3.0000,0.0000,0.0000,185.0000,655.0000,0.0000,0.0000,0.0000,0.0000,0.0000,450.0000,4498.0000,29.0000,86.0000,13.0000,134.0000,8.0000,2.0000,1.0000,1.0000,0.0000
1786654227,2026-08-13T20:50:27Z,,,,358.0000,300.0000,486.0000,11.7350,3.2460,3.2990,15.1050,9.9180,150.0000,150.0000,27.8500,26.8500,25.8500,30.8500,24.8500,12891.0000,19188.0000,12529.0000,5853.0000,865.0000,154.0000,28.0000,2148.0000,9112.0000,530.0000,218.0000,7.0000,0.0000,0.0000,191.0000,586.0000,0.0000,0.0000,0.0000,0.0000,0.0000,440.0000,4176.0000,37.0000,100.0000,13.0000,125.0000,8.0000,8.0000,1.0000,2.0000,0.0000
1786654231,2026-08-13T20:50:31Z,,,,329.0000,293.0000,486.0000,11.7350,3.2440,3.2990,15.1050,9.9790,150.0000,149.0000,27.8500,27.8500,25.8500,30.8500,25.8500,12886.0000,18413.0000,12424.0000,5740.0000,810.0000,170.0000,16.0000,2006.0000,8910.0000,515.0000,215.0000,2.0000,0.0000,0.0000,186.0000,555.0000,0.0000,0.0000,0.0000,0.0000,0.0000,415.0000,3967.0000,37.0000,124.0000,9.0000,135.0000,10.0000,4.0000,0.0000,1.0000,0.0000
1786654235,2026-08-13T20:50:35Z,,,,351.0000,300.0000,486.0000,11.7400,3.2490,3.2970,15.1050,9.9900,150.0000,149.0000,27.8500,27.8500,25.8500,30.8500,24.8500,12890.0000,19256.0000,12869.0000,6059.0000,903.0000,135.0000,25.0000,2061.0000,9562.0000,585.0000,212.0000,5.0000,0.0000,0.0000,206.0000,598.0000,0.0000,0.0000,0.0000,0.0000,0.0000,453.0000,4222.0000,38.0000,79.0000,9.0000,122.0000,8.0000,3.0000,0.0000,6.0000,0.0000
1786654239,2026-08-13T20:50:39Z,,,,344.0000,285.0000,485.0000,11.7300,3.2460,3.2990,15.1000,9.8920,149.0000,149.0000,26.8500,27.8500,25.8500,30.8500,24.8500,12895.0000,19260.0000,12691.0000,5926.0000,864.0000,161.0000,34.0000,2158.0000,9374.0000,592.0000,248.0000,10.0000,0.0000,0.0000,219.0000,639.0000,0.0000,0.0000,0.0000,0.0000,0.0000,466.0000,4412.0000,27.0000,78.0000,6.0000,102.0000,9.0000,2.0000,0.0000,0.0000,0.0000
1786654243,2026-08-13T20:50:43Z,,,,344.0000,293.0000,486.0000,11.7350,3.2440,3.3000,15.1000,9.9180,150.0000,149.0000,27.8500,28.8500,25.8500,30.8500,25.8500,12905.0000,19232.0000,12881.0000,6006.0000,830.0000,166.0000,35.0000,2100.0000,9793.0000,635.0000,220.0000,5.0000,0.0000,0.0000,198.0000,660.0000,0.0000,0.0000,0.0000,0.0000,0.0000,528.0000,4443.0000,35.0000,65.0000,9.0000,101.0000,5.0000,4.0000,1.0000,1.0000,0.0000
1786654247,2026-08-13T20:50:47Z,,,,358.0000,307.0000,486.0000,11.7350,3.2490,3.2990,15.0890,9.9870,150.0000,150.0000,27.8500,27.8500,25.8500,30.8500,24.8500,12885.0000,19125.0000,12910.0000,5807.0000,860.0000,165.0000,26.0000,2170.0000,9270.0000,533.0000,229.0000,6.0000,0.0000,0.0000,199.0000,671.0000,0.0000,0.0000,0.0000,0.0000,0.0000,470.0000,4207.0000,31.0000,101.0000,5.0000,118.0000,9.0000,2.0000,0.0000,0.0000,0.0000
1786654251,2026-08-13T20:50:51Z,,,,351.0000,293.0000,485.0000,11.7300,3.2470,3.2990,15.1050,9.9090,149.0000,150.0000,27.8500,27.8500,24.8500,30.8500,24.8500,12896.0000,18803.0000,12020.0000,5677.0000,828.0000,119.0000,25.0000,1873.0000,8956.0000,501.0000,206.0000,2.0000,0.0000,0.0000,199.0000,579.0000,0.0000,0.0000,0.0000,0.0000,0.0000,459.0000,4054.0000,30.0000,95.0000,13.0000,137.0000,10.0000,9.0000,0.0000,1.0000,0.0000
1786654255,2026-08-13T20:50:55Z,,,,351.0000,293.0000,485.0000,11.7350,3.2470,3.3000,15.0940,9.9640,150.0000,150.0000,27.8500,27.8500,24.8500,30.8500,25.8500,12883.0000,18527.0000,12372.0000,5711.0000,800.0000,137.0000,18.0000,1966.0000,8923.0000,504.0000,185.0000,3.0000,0.0000,0.0000,202.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000,481.0000,3905.0000,38.0000,123.0000,9.0000,151.0000,12.0000,4.0000,0.0000,1.0000,0.0000
1786654259,2026-08-13T20:50:59Z,,,,344.0000,293.0000,486.0000,11.7450,3.2490,3.2970,15.0940,10.0340,149.0000,150.0000,27.8500,28.8500,24.8500,30.8500,25.8500,12892.0000,18528.0000,12228.0000,5524.0000,784.0000,156.0000,22.0000,2003.0000,8651.0000,486.0000,220.0000,3.0000,0.0000,0.0000,176.0000,564.0000,0.0000,0.0000,0.0000,0.0000,0.0000,443.0000,3944.0000,37.0000,77.0000,6.0000,139.0000,7.0000,4.0000,0.0000,0.0000,0.0000
1786654263,2026-08-13T20:51:03Z,,,,344.0000,300.0000,486.0000,11.7350,3.2470,3.2950,15.1000,10.0280,150.0000,149.0000,28.8500,28.8500,25.8500,30.8500,24.8500,12879.0000,18464.0000,12236.0000,5441.0000,816.0000,132.0000,24.0000,1998.0000,8631.0000,525.0000,193.0000,2.0000,0.0000,0.0000,168.0000,524.0000,0.0000,0.0000,0.0000,0.0000,0.0000,488.0000,3864.0000,34.0000,94.0000,11.0000,157.0000,12.0000,7.0000,0.0000,1.0000,0.0000
1786654267,2026-08-13T20:51:07Z,,,,344.0000,293.0000,486.0000,11.7350,3.2470,3.2990,15.1000,9.9760,150.0000,149.0000,28.8500,28.8500,25.8500,30.8500,24.8500,12898.0000,18728.0000,12208.0000,5586.0000,837.0000,138.0000,17.0000,1979.0000,8748.0000,577.0000,210.0000,4.0000,0.0000,0.0000,170.0000,614.0000,0.0000,0.0000,0.0000,0.0000,0.0000,437.0000,4097.0000,40.0000,105.0000,8.0000,131.0000,11.0000,4.0000,0.0000,0.0000,0.0000
1786654271,2026-08-13T20:51:11Z,,,,344.0000,293.0000,486.0000,11.7350,3.2470,3.2970,15.1050,9.9700,149.0000,149.0000,28.8500,28.8500,24.8500,30.8500,24.8500,12895.0000,18984.0000,12702.0000,5641.0000,811.0000,155.0000,18.0000,2085.0000,9245.0000,517.0000,221.0000,7.0000,0.0000,0.0000,187.0000,618.0000,0.0000,0.0000,0.0000,0.0000,0.0000,427.0000,4193.0000,32.0000,98.0000,11.0000,141.0000,11.0000,4.0000,0.0000,0.0000,0.0000
1786654276,2026-08-13T20:51:16Z,,,,351.0000,285.0000,486.0000,11.7350,3.2460,3.2990,15.0940,9.9470,149.0000,149.0000,27.8500,28.8500,25.8500,30.8500,23.8500,12889.0000,18830.0000,12499.0000,5792.0000,859.0000,167.0000,19.0000,2047.0000,9116.0000,563.0000,196.0000,8.0000,0.0000,0.0000,171.0000,607.0000,0.0000,0.0000,0.0000,0.0000,0.0000,475.0000,4133.0000,30.0000,81.0000,7.0000,157.0000,12.0000,3.0000,0.0000,2.0000,0.0000
1786654279,2026-08-13T20:51:19Z,,,,351.0000,293.0000,486.0000,11.7350,3.2440,3.2970,15.1050,9.9210,149.0000,150.0000,28.8500,28.8500,25.8500,30.8500,25.8500,12881.0000,18664.0000,12420.0000,5529.0000,821.0000,153.0000,21.0000,2106.0000,8854.0000,470.0000,185.0000,2.0000,0.0000,0.0000,177.0000,565.0000,0.0000,0.0000,0.0000,0.0000,0.0000,436.0000,3967.0000,31.0000,109.0000,14.0000,141.0000,6.0000,4.0000,0.0000,2.0000,0.0000
1786654283,2026-08-13T20:51:23Z,,,,336.0000,293.0000,486.0000,11.7350,3.2460,3.2970,15.1050,9.9540,149.0000,149.0000,28.8500,28.8500,25.8500,30.8500,24.8500,12903.0000,18738.0000,12304.0000,5409.0000,803.0000,165.0000,20.0000,2011.0000,8652.0000,474.0000,225.0000,6.0000,0.0000,0.0000,182.0000,569.0000,0.0000,0.0000,0.0000,0.0000,0.0000,443.0000,3890.0000,30.0000,94.0000,15.0000,160.0000,5.0000,3.0000,0.0000,3.0000,0.0000
1786654288,2026-08-13T20:51:28Z,,,,336.0000,300.0000,485.0000,11.7300,3.2460,3.2990,15.1000,9.9640,150.0000,149.0000,28.8500,29.8500,25.8500,31.8500,24.8500,12889.0000,18858.0000,12779.0000,5819.0000,807.0000,146.0000,23.0000,2019.0000,8985.0000,550.0000,209.0000,4.0000,0.0000,0.0000,183.0000,630.0000,0.0000,0.0000,0.0000,0.0000,0.0000,490.0000,4112.0000,28.0000,80.0000,9.0000,121.0000,8.0000,7.0000,0.0000,0.0000,0.0000
1786654291,2026-08-13T20:51:31Z,,,,344.0000,285.0000,485.0000,11.7350,3.2490,3.2970,15.1160,10.0050,149.0000,149.0000,27.8500,28.8500,25.8500,31.8500,25.8500,6452.0000,18592.0000,12566.0000,5377.0000,819.0000,145.0000,22.0000,2077.0000,8899.0000,555.0000,206.0000,8.0000,0.0000,0.0000,184.0000,628.0000,0.0000,0.0000,0.0000,0.0000,0.0000,456.0000,4115.0000,28.0000,96.0000,12.0000,131.0000,4.0000,4.0000,0.0000,2.0000,0.0000
